-9.8885179135104706e+148  +  j * 7.8816793352530719e-08 
NaN  +  j * inf 
-1.6612291230516701e+72  +  j * -6.3000941584689964e+241 
2.4753300704162523e-04  +  j * -2.3105152486156731e+198 
-4.5051716765259426e-285  +  j * -2.9578166488144394e+228 
NaN  +  j * -inf 
3.1861458772662514e+274  +  j * 5.5483099149976565e+131 
inf  +  j * inf 
-6.2365194112086808e-232  +  j * 8.2490585344199391e+87 
5.5412571351191437e+133  +  j * -7.1875766228951296e-64 
4.3304078237067704e+104  +  j * -2.3217764779708427e+105 
-4.1226692932692637e+188  +  j * -6.7550410965396112e+276 
inf  +  j * -inf 
inf  +  j * NaN 
NaN  +  j *  NaN 
-2.6243910771244729e+110  +  j * -1.6726655920558744e+44 
6.0650948609454853e+301  +  j * -inf 
-9.9711003159276730e-249  +  j * 1.3058645691708973e+268 
-inf  +  j * NaN 
1.3187988191304355e+73  +  j * -3.1194970001328666e+00 
inf  +  j * 3.5445998151724933e+268 
-7.2089290562570321e+237  +  j * -2.6870936939243034e-232 
2.0438889683776756e+158  +  j * -5.1680526251829304e+224 
-1.9368694079519377e-249  +  j * -6.9275663951699762e-159 
NaN  +  j * -inf 
3.1639223287380093e+253  +  j * 3.0566551689837742e-271 
NaN  +  j * inf 
7.9385247354604838e+39  +  j * -1.0065097768873791e+86 
-5.9720998025304472e+230  +  j * -4.0606687792299942e+253 
-4.2315394705985559e+217  +  j * 1.6840849613403427e+278 
NaN  +  j *  NaN 
NaN  +  j * inf 
NaN  +  j * -inf 
6.3523310592225366e+45  +  j * -5.1435783111403850e+180 
-1.7334495935062277e-11  +  j * -1.9738859972673018e-196 
NaN  +  j * inf 
5.6209269687053507e+233  +  j * 1.6830158789206417e-52 
-inf  +  j * 8.7336038828692518e+222 
-8.8944834613210745e+220  +  j * 4.5271429609715879e+58 
inf  +  j * -1.1088940841210751e+83 
-2.2231007800783235e+275  +  j * 1.1367659057774613e+76 
2.7629486134415440e+101  +  j * -6.4634698096390513e+156 
NaN  +  j *  NaN 
2.5543476701947685e+07  +  j * 1.7060783511716583e-251 
inf  +  j * NaN 
2.2646860116219926e+236  +  j * 6.6343348302047608e-101 
-2.9925901594641749e+127  +  j * 2.8143269036821850e+231 
8.8101465618387512e+147  +  j * -6.3166210766015962e+49 
-inf  +  j * -inf 
-5.7852920948862216e+301  +  j * 5.7998553761226180e+147 
-2.0561243969405499e+59  +  j * 7.6173497462257475e+174 
1.0493990627851241e-60  +  j * 8.3300576355560042e+142 
-6.6452640533011633e+212  +  j * 4.8620827767567542e+303 
NaN  +  j * inf 
inf  +  j * -5.7258311817415872e+99 
-3.8686978072139671e+197  +  j * 2.2916053738459327e+178 
9.3177485963643477e+242  +  j * -inf 
-2.7567913563103794e+280  +  j * 9.6022778601312064e-239 
6.3771409417440894e-130  +  j * -1.4905928283143894e+263 
-3.0137355903412959e+84  +  j * -1.1936102258389865e+86 
-6.1283304303513472e-160  +  j * -1.1211087087854707e+278 
-1.4337173650661905e+167  +  j * -1.0660253722256654e+230 
-1.3417700933105997e+134  +  j * -inf 
-4.1520421457877129e+298  +  j * -2.6972220896363062e-21 
9.5077313828808525e+207  +  j * -1.2858834728684147e-228 
-1.8859316952911813e-100  +  j * -1.5180636617861214e-187 
1.5178121268472209e+147  +  j * -2.6418469335732687e+163 
-6.6640022804715198e+191  +  j * -1.9394957369496301e+277 
2.2198540788724009e+23  +  j * -4.5353131982331801e+284 
-9.0705617423954302e-13  +  j * -4.6292224905955850e+291 
-2.9255970848913689e-03  +  j * -1.4677741495984305e+260 
3.0200826940988331e-84  +  j * 6.4220726454457355e+123 
-2.1592755719366661e+151  +  j * 1.3591413081155885e-218 
-1.2869859069674518e+277  +  j * 5.8875699639150340e+198 
-1.7633174101223778e+253  +  j * -9.8820767980433297e+99 
1.4288857152394121e+230  +  j * -4.4752952163513587e-119 
-2.8343863092912954e+32  +  j * -3.8356199626457190e-202 
inf  +  j * inf 
inf  +  j * NaN 
-2.8447853015050640e+283  +  j * 1.7759311284750360e-44 
-4.0334931585603771e+239  +  j * -2.0251610505066658e+305 
-1.7787018383499206e+219  +  j * 3.2445944335578469e+178 
2.4695538422161708e+57  +  j * -4.6354954029592289e+13 
2.9164127133305628e+209  +  j * 9.7110698606234799e+268 
-8.0719302952867998e-31  +  j * 1.7018177336693524e-24 
NaN  +  j *  NaN 
2.6062855230699472e+269  +  j * -1.2818298436524557e-79 
9.1110897129457270e+214  +  j * 4.4559412753263575e+56 
-inf  +  j * -1.7963211127429348e+241 
-5.8564736509039700e+89  +  j * 1.0011693851169943e+250 
-3.9772901283503475e+196  +  j * -1.5946431992180858e+290 
-1.5776929536062349e+264  +  j * -1.7679070343694365e+251 
6.1470524584752847e+125  +  j * inf 
1.5631505550820300e+231  +  j * 1.2985659736999045e-101 
7.1971332755284731e+136  +  j * -5.0154928227402094e+49 
-8.4001413513972967e+37  +  j * 4.7207776214454473e+26 
inf  +  j * 4.1002497017879035e+152 
-1.2464405207970776e+292  +  j * -4.0261219640073234e+101 
-5.5779417629036257e+288  +  j * 2.8548527306425894e+288 
3.2584112151005080e+150  +  j * -2.5042688552999155e+263 
-8.1657102799458674e+203  +  j * -1.0203369238575553e+73 
1.7283293371016784e+277  +  j * 2.0105293480316140e-155 
-inf  +  j * NaN 
inf  +  j * NaN 
-inf  +  j * NaN 
-4.8693586770385548e+137  +  j * -2.0906177642340145e+172 
NaN  +  j * inf 
-3.1844127103910559e+214  +  j * -8.5738868447613468e+76 
-5.6783645211695215e+97  +  j * 1.9017006383285168e-204 
-1.7837254621910230e+77  +  j * -2.5905720511746972e+261 
NaN  +  j * inf 
2.7671548096746036e+123  +  j * -inf 
inf  +  j * NaN 
5.7527989081203430e+77  +  j * 7.4212143058549787e+283 
-2.3055757807920102e+77  +  j * -9.6329984934171259e+32 
4.2810811801842183e+224  +  j * -inf 
1.0143064044215928e-24  +  j * 1.5609518460127370e+272 
2.1204602558783311e+132  +  j * 1.0803259187034196e+111 
NaN  +  j * -inf 
NaN  +  j * inf 
4.7937679804136243e-113  +  j * -1.0739485998962669e+15 
NaN  +  j * inf 
9.6284609758603855e-151  +  j * 8.2943376789084594e+133 
-4.6259534217948226e+21  +  j * 8.9114888227256845e+66 
NaN  +  j * inf 
-1.8951390049254624e+300  +  j * -2.0886840322429893e+95 
7.6872647798767694e-81  +  j * 1.0013613551498531e+229 
inf  +  j * NaN 
